"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.model_type","Input.dialogue","Input.summary","Answer.Coherance","Answer.Consistency","Answer.Fluency","Answer.Relevance","Approve","Reject"
"3S37Y8CWJI1YQ37U0CNAISJ378A4WD","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:20:15 PST 2021","5","BatchId:4602987;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:20:15 PST 2021","","","3WOKGM4L7BHC9QEKGRFZDFCRZA6O00","A13FFFR71ONY8U","Submitted","Sun Nov 14 08:33:24 PST 2021","Sun Nov 14 08:38:13 PST 2021","Wed Nov 17 08:38:13 PST 2021","","","","289","100% (33/33)","100% (33/33)","100% (33/33)","E","<p>Dave: Hey, is Nicky still at your place? Her phone is off</p>
<p>Sam: She just left</p>
<p>Dave: Thanks!</p>","Sam is still at Nicky's place.","3","3","3","3"
"3S37Y8CWJI1YQ37U0CNAISJ378A4WD","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:20:15 PST 2021","5","BatchId:4602987;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:20:15 PST 2021","","","3T3IWE1XGGOGABORT6VDMV9WBMMQTN","A1PAM7U4LESC8Z","Submitted","Sun Nov 14 08:35:33 PST 2021","Sun Nov 14 08:49:23 PST 2021","Wed Nov 17 08:49:23 PST 2021","","","","830","100% (60/60)","100% (60/60)","100% (60/60)","E","<p>Dave: Hey, is Nicky still at your place? Her phone is off</p>
<p>Sam: She just left</p>
<p>Dave: Thanks!</p>","Sam is still at Nicky's place.","2","2","3","3"
"3S37Y8CWJI1YQ37U0CNAISJ378A4WD","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:20:15 PST 2021","5","BatchId:4602987;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:20:15 PST 2021","","","3WOKGM4L7BHC9QEKGRFZDFCRZA70OD","A2G3OAJLN63TNY","Submitted","Sun Nov 14 08:33:37 PST 2021","Sun Nov 14 08:35:00 PST 2021","Wed Nov 17 08:35:00 PST 2021","","","","83","0% (0/0)","0% (0/0)","0% (0/0)","E","<p>Dave: Hey, is Nicky still at your place? Her phone is off</p>
<p>Sam: She just left</p>
<p>Dave: Thanks!</p>","Sam is still at Nicky's place.","4","4","4","4"
"3S37Y8CWJI1YQ37U0CNAISJ378A4WD","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:20:15 PST 2021","5","BatchId:4602987;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:20:15 PST 2021","","","32AT8R96GVA7N4ITLFASMRAZCODUS6","A3H70RJNKHWKBD","Submitted","Sun Nov 14 08:32:56 PST 2021","Sun Nov 14 08:33:01 PST 2021","Wed Nov 17 08:33:01 PST 2021","","","","5","100% (2/2)","100% (2/2)","100% (2/2)","E","<p>Dave: Hey, is Nicky still at your place? Her phone is off</p>
<p>Sam: She just left</p>
<p>Dave: Thanks!</p>","Sam is still at Nicky's place.","1","1","1","1"
"3S37Y8CWJI1YQ37U0CNAISJ378A4WD","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:20:15 PST 2021","5","BatchId:4602987;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:20:15 PST 2021","","","37C0GNLMHP4GJ49AS7H0BMAJ8ZM6DN","ASCIN7TWBEISJ","Submitted","Sun Nov 14 08:33:53 PST 2021","Sun Nov 14 08:53:59 PST 2021","Wed Nov 17 08:53:59 PST 2021","","","","1206","100% (29/29)","100% (29/29)","100% (29/29)","E","<p>Dave: Hey, is Nicky still at your place? Her phone is off</p>
<p>Sam: She just left</p>
<p>Dave: Thanks!</p>","Sam is still at Nicky's place.","3","3","3","4"
"3MG8450X3YB7NS483W0X3291DOUPUP","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:20:15 PST 2021","5","BatchId:4602987;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:20:15 PST 2021","","","3EJPLAJKEWHJM5E6KP6X2ETMWHY6ZO","A13O9NSNA3V5IC","Submitted","Sun Nov 14 08:38:39 PST 2021","Sun Nov 14 08:43:32 PST 2021","Wed Nov 17 08:43:32 PST 2021","","","","293","100% (77/77)","100% (77/77)","100% (77/77)","F","<p>Dave: Hey, is Nicky still at your place? Her phone is off</p>
<p>Sam: She just left</p>
<p>Dave: Thanks!</p>","Nicky has just left Sam's place.","4","5","3","4"
"3MG8450X3YB7NS483W0X3291DOUPUP","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:20:15 PST 2021","5","BatchId:4602987;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:20:15 PST 2021","","","3I3WADAZ905B4X0LDXLBUA8IGIJ5O4","A1GGPZZ7NTO0C4","Submitted","Sun Nov 14 08:35:52 PST 2021","Sun Nov 14 08:37:53 PST 2021","Wed Nov 17 08:37:53 PST 2021","","","","121","100% (29/29)","100% (29/29)","100% (29/29)","F","<p>Dave: Hey, is Nicky still at your place? Her phone is off</p>
<p>Sam: She just left</p>
<p>Dave: Thanks!</p>","Nicky has just left Sam's place.","4","3","3","3"
"3MG8450X3YB7NS483W0X3291DOUPUP","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:20:15 PST 2021","5","BatchId:4602987;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:20:15 PST 2021","","","324G5B4FBD95OKMLZ5YX2TQW9LZ70W","A1UCL7A73YKS5C","Submitted","Sun Nov 14 08:38:36 PST 2021","Sun Nov 14 08:43:53 PST 2021","Wed Nov 17 08:43:53 PST 2021","","","","317","100% (3/3)","100% (3/3)","100% (3/3)","F","<p>Dave: Hey, is Nicky still at your place? Her phone is off</p>
<p>Sam: She just left</p>
<p>Dave: Thanks!</p>","Nicky has just left Sam's place.","3","2","4","3"
"3MG8450X3YB7NS483W0X3291DOUPUP","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:20:15 PST 2021","5","BatchId:4602987;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:20:15 PST 2021","","","3KOPY89HMI3UP7MKJ15D7HTC3SJ3JU","A2K56Y949TYAY6","Submitted","Sun Nov 14 08:38:07 PST 2021","Sun Nov 14 08:38:16 PST 2021","Wed Nov 17 08:38:16 PST 2021","","","","9","100% (103/103)","100% (103/103)","100% (103/103)","F","<p>Dave: Hey, is Nicky still at your place? Her phone is off</p>
<p>Sam: She just left</p>
<p>Dave: Thanks!</p>","Nicky has just left Sam's place.","3","2","3","4"
"3MG8450X3YB7NS483W0X3291DOUPUP","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:20:15 PST 2021","5","BatchId:4602987;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:20:15 PST 2021","","","3U8YCDAGXZHFU2R0V4732K7REBOQ0A","AWIQMMZN30VVQ","Submitted","Sun Nov 14 08:33:12 PST 2021","Sun Nov 14 08:33:38 PST 2021","Wed Nov 17 08:33:38 PST 2021","","","","26","100% (9/9)","100% (9/9)","100% (9/9)","F","<p>Dave: Hey, is Nicky still at your place? Her phone is off</p>
<p>Sam: She just left</p>
<p>Dave: Thanks!</p>","Nicky has just left Sam's place.","5","5","5","5"
