"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.model_type","Input.dialogue","Input.summary","Answer.Coherance","Answer.Consistency","Answer.Fluency","Answer.Relevance","Approve","Reject"
"374UMBUHOFQ9TQGFYMOHE6OSVR8TCO","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:17:06 PST 2021","5","BatchId:4602985;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:17:06 PST 2021","","","39N5ACM9HOOCQKEYVNB7VQIACJT9PB","A1MEEY4M9GP8BX","Submitted","Sun Nov 14 08:24:33 PST 2021","Sun Nov 14 08:25:04 PST 2021","Wed Nov 17 08:25:04 PST 2021","","","","31","100% (3/3)","100% (3/3)","100% (3/3)","E","<p>Tim: I'm running late</p>
<p>Gary: when will you be here?</p>
<p>Tim: About twenty past. You go in and just make some small talk, try and delay the main presentation</p>
<p>Gary: I'm on it.</p>","Tim will be waiting for Gary in an hour.","2","2","2","2"
"374UMBUHOFQ9TQGFYMOHE6OSVR8TCO","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:17:06 PST 2021","5","BatchId:4602985;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:17:06 PST 2021","","","3PIWWX1FJT75ALO9MMX0NOA1ZPZJJG","A2K56Y949TYAY6","Submitted","Sun Nov 14 08:24:46 PST 2021","Sun Nov 14 08:24:55 PST 2021","Wed Nov 17 08:24:55 PST 2021","","","","9","100% (46/46)","100% (46/46)","100% (46/46)","E","<p>Tim: I'm running late</p>
<p>Gary: when will you be here?</p>
<p>Tim: About twenty past. You go in and just make some small talk, try and delay the main presentation</p>
<p>Gary: I'm on it.</p>","Tim will be waiting for Gary in an hour.","4","3","3","2"
"374UMBUHOFQ9TQGFYMOHE6OSVR8TCO","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:17:06 PST 2021","5","BatchId:4602985;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:17:06 PST 2021","","","3T111IHZ5ORX2XUD8FFW0LIPD1IR9M","A3VCGIVOQAQQH1","Submitted","Sun Nov 14 08:27:25 PST 2021","Sun Nov 14 08:27:33 PST 2021","Wed Nov 17 08:27:33 PST 2021","","","","8","100% (19/19)","100% (19/19)","100% (19/19)","E","<p>Tim: I'm running late</p>
<p>Gary: when will you be here?</p>
<p>Tim: About twenty past. You go in and just make some small talk, try and delay the main presentation</p>
<p>Gary: I'm on it.</p>","Tim will be waiting for Gary in an hour.","2","2","2","2"
"374UMBUHOFQ9TQGFYMOHE6OSVR8TCO","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:17:06 PST 2021","5","BatchId:4602985;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:17:06 PST 2021","","","3YMTUJH0D2H9L61TV9O0JS8RFUZ4TE","AHWR8NUW7RYT9","Submitted","Sun Nov 14 08:21:33 PST 2021","Sun Nov 14 08:27:45 PST 2021","Wed Nov 17 08:27:45 PST 2021","","","","372","100% (23/23)","100% (23/23)","100% (23/23)","E","<p>Tim: I'm running late</p>
<p>Gary: when will you be here?</p>
<p>Tim: About twenty past. You go in and just make some small talk, try and delay the main presentation</p>
<p>Gary: I'm on it.</p>","Tim will be waiting for Gary in an hour.","5","3","4","4"
"374UMBUHOFQ9TQGFYMOHE6OSVR8TCO","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:17:06 PST 2021","5","BatchId:4602985;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:17:06 PST 2021","","","317HQ483IHT5Y0VOJ24S4UCIVUFNIC","AI3MTR9YAYRNR","Submitted","Sun Nov 14 08:25:58 PST 2021","Sun Nov 14 08:34:43 PST 2021","Wed Nov 17 08:34:43 PST 2021","","","","525","100% (14/14)","100% (14/14)","100% (14/14)","E","<p>Tim: I'm running late</p>
<p>Gary: when will you be here?</p>
<p>Tim: About twenty past. You go in and just make some small talk, try and delay the main presentation</p>
<p>Gary: I'm on it.</p>","Tim will be waiting for Gary in an hour.","4","4","5","4"
"3OND0WXMI6GYLF9YUJDNQBL759QHEV","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:17:12 PST 2021","5","BatchId:4602985;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:17:12 PST 2021","","","3OLF68YTNJ2E4QZ99QT2FRFQGVRFAW","A10TF4N2TNXNJA","Submitted","Sun Nov 14 08:31:57 PST 2021","Sun Nov 14 08:32:38 PST 2021","Wed Nov 17 08:32:38 PST 2021","","","","41","100% (26/26)","100% (26/26)","100% (26/26)","A","<p>Nathan: i want to buy myself a bike in spring</p>
<p>Aubrey: that's great but where are you gonna keep it? Your apartment is so small</p>
<p>Nathan: i was thinking of hanging it on the wall, there are some special hooks</p>
<p>Aubrey: you can always keep it in the hallway</p>
<p>Nathan: i don't want to, people who do that annoy me, it's hard to walk around with all these bikes striped to the handrails</p>
<p>Aubrey: i agree... didn't think about that</p>
<p>Nathan: yeah, well I also got a stationary bike so I can be in shape during winter :D</p>
<p>Aubrey: really? I am so proud of you!!</p>
<p>Nathan: ye, I do like 25 kilometers everyday</p>
<p>Aubrey: that's a lot!</p>
<p>Nathan: my goal for the summer is 100 kilometers</p>
<p>Aubrey: fingers crossed!</p>","nathan is planning on buying a bike in spring . he will probably store the bike on some special hooks because his apartment is small . nathan has also bought a stationary bike to keep fit .","4","4","5","5"
"3OND0WXMI6GYLF9YUJDNQBL759QHEV","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:17:12 PST 2021","5","BatchId:4602985;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:17:12 PST 2021","","","3PZDLQMM03MIWBKV59AM13BP7U92C3","A19KWRLD7P57VJ","Submitted","Sun Nov 14 08:35:04 PST 2021","Sun Nov 14 08:36:02 PST 2021","Wed Nov 17 08:36:02 PST 2021","","","","58","0% (0/0)","0% (0/0)","0% (0/0)","A","<p>Nathan: i want to buy myself a bike in spring</p>
<p>Aubrey: that's great but where are you gonna keep it? Your apartment is so small</p>
<p>Nathan: i was thinking of hanging it on the wall, there are some special hooks</p>
<p>Aubrey: you can always keep it in the hallway</p>
<p>Nathan: i don't want to, people who do that annoy me, it's hard to walk around with all these bikes striped to the handrails</p>
<p>Aubrey: i agree... didn't think about that</p>
<p>Nathan: yeah, well I also got a stationary bike so I can be in shape during winter :D</p>
<p>Aubrey: really? I am so proud of you!!</p>
<p>Nathan: ye, I do like 25 kilometers everyday</p>
<p>Aubrey: that's a lot!</p>
<p>Nathan: my goal for the summer is 100 kilometers</p>
<p>Aubrey: fingers crossed!</p>","nathan is planning on buying a bike in spring . he will probably store the bike on some special hooks because his apartment is small . nathan has also bought a stationary bike to keep fit .","5","4","4","4"
"3OND0WXMI6GYLF9YUJDNQBL759QHEV","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:17:12 PST 2021","5","BatchId:4602985;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:17:12 PST 2021","","","37UEWGM5H39FDSRI4203LF06FPY1RR","A1T1T0MWCPRPMT","Submitted","Sun Nov 14 08:36:18 PST 2021","Sun Nov 14 08:42:56 PST 2021","Wed Nov 17 08:42:56 PST 2021","","","","398","100% (11/11)","100% (11/11)","100% (11/11)","A","<p>Nathan: i want to buy myself a bike in spring</p>
<p>Aubrey: that's great but where are you gonna keep it? Your apartment is so small</p>
<p>Nathan: i was thinking of hanging it on the wall, there are some special hooks</p>
<p>Aubrey: you can always keep it in the hallway</p>
<p>Nathan: i don't want to, people who do that annoy me, it's hard to walk around with all these bikes striped to the handrails</p>
<p>Aubrey: i agree... didn't think about that</p>
<p>Nathan: yeah, well I also got a stationary bike so I can be in shape during winter :D</p>
<p>Aubrey: really? I am so proud of you!!</p>
<p>Nathan: ye, I do like 25 kilometers everyday</p>
<p>Aubrey: that's a lot!</p>
<p>Nathan: my goal for the summer is 100 kilometers</p>
<p>Aubrey: fingers crossed!</p>","nathan is planning on buying a bike in spring . he will probably store the bike on some special hooks because his apartment is small . nathan has also bought a stationary bike to keep fit .","3","3","4","4"
"3OND0WXMI6GYLF9YUJDNQBL759QHEV","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:17:12 PST 2021","5","BatchId:4602985;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:17:12 PST 2021","","","34QN5IT0T9S9OYR49AQ3GTMRK5480J","A1TL47GG4KBQPR","Submitted","Sun Nov 14 08:35:47 PST 2021","Sun Nov 14 08:40:22 PST 2021","Wed Nov 17 08:40:22 PST 2021","","","","275","100% (9/9)","100% (9/9)","100% (9/9)","A","<p>Nathan: i want to buy myself a bike in spring</p>
<p>Aubrey: that's great but where are you gonna keep it? Your apartment is so small</p>
<p>Nathan: i was thinking of hanging it on the wall, there are some special hooks</p>
<p>Aubrey: you can always keep it in the hallway</p>
<p>Nathan: i don't want to, people who do that annoy me, it's hard to walk around with all these bikes striped to the handrails</p>
<p>Aubrey: i agree... didn't think about that</p>
<p>Nathan: yeah, well I also got a stationary bike so I can be in shape during winter :D</p>
<p>Aubrey: really? I am so proud of you!!</p>
<p>Nathan: ye, I do like 25 kilometers everyday</p>
<p>Aubrey: that's a lot!</p>
<p>Nathan: my goal for the summer is 100 kilometers</p>
<p>Aubrey: fingers crossed!</p>","nathan is planning on buying a bike in spring . he will probably store the bike on some special hooks because his apartment is small . nathan has also bought a stationary bike to keep fit .","3","3","3","3"
"3OND0WXMI6GYLF9YUJDNQBL759QHEV","36NY760EFGB5AVZXZZSB5P74G7JB36","Rate the quality of dialogue summaries","Given a dialogue from daily life and a set of summaries, rate the quality of the summaries","Dialogue summarization, quality, rating","$0.04","Sun Nov 14 08:17:12 PST 2021","5","BatchId:4602985;OriginalHitTemplateId:928390917;","7200","259200","Tue Dec 14 08:17:12 PST 2021","","","34V1S5K3G224GEWTGRCYPQRTHE4966","A366XR390CF2MG","Submitted","Sun Nov 14 08:27:10 PST 2021","Sun Nov 14 08:27:30 PST 2021","Wed Nov 17 08:27:30 PST 2021","","","","20","100% (31/31)","100% (31/31)","100% (31/31)","A","<p>Nathan: i want to buy myself a bike in spring</p>
<p>Aubrey: that's great but where are you gonna keep it? Your apartment is so small</p>
<p>Nathan: i was thinking of hanging it on the wall, there are some special hooks</p>
<p>Aubrey: you can always keep it in the hallway</p>
<p>Nathan: i don't want to, people who do that annoy me, it's hard to walk around with all these bikes striped to the handrails</p>
<p>Aubrey: i agree... didn't think about that</p>
<p>Nathan: yeah, well I also got a stationary bike so I can be in shape during winter :D</p>
<p>Aubrey: really? I am so proud of you!!</p>
<p>Nathan: ye, I do like 25 kilometers everyday</p>
<p>Aubrey: that's a lot!</p>
<p>Nathan: my goal for the summer is 100 kilometers</p>
<p>Aubrey: fingers crossed!</p>","nathan is planning on buying a bike in spring . he will probably store the bike on some special hooks because his apartment is small . nathan has also bought a stationary bike to keep fit .","4","4","3","2"
